Mol_Length_Index,Atom_Count_Score,Ring_Complexity,Aromaticity_Index,Heteroatom_Fraction,Oxygen_Content_Score,Fluorine_Content_Score,Nitrogen_Content_Score,Double_Bond_Fraction,Branching_Index,Flexibility_Score,Rigidity_Score,Polarity_Index,Backbone_Complexity,Hash_Descriptor_1,Hash_Descriptor_2,Hash_Descriptor_3,Hash_Descriptor_4,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10,Latent_11,Latent_12,Crystallinity_percent,Annealing_Temp_C,Molecular_Weight_kDa,PDI,Density_g_cm3,Melt_Index,Cooling_Rate_C_per_min,Thermal_Stability_Index,Free_Volume_Fraction,Orientation_Index,MorganFP_1,MorganFP_2,MorganFP_3,MorganFP_4,MorganFP_5
15.892478927346133,7.387500055669975,0.235306650757553,-0.1751166400687804,37.28285045784369,0.0059592330242848,11.871969108633078,0.2967487820407414,-0.1469621795068381,7.720154348155074,9.569417296848496,-0.0092359507240245,7.087613977228414,3.714219078697655,0.450361386947909,0.233909677372247,4.050922210023841,1.6631608460062095,0.0680820985986535,0.5083421454631629,0.542678421140493,0.2803537549266223,0.3965661858306138,0.9543888259933764,-0.4955215130126711,-0.4460777980101159,0.9474152620214352,-0.2005607801444712,0.9789895088345982,-0.9146350232933792,64.66108377327043,319.81765052808805,151.44268670123742,3.74440905799779,2.1095166385092226,0.0446923391229761,1.2120833381686822,95.64889675805055,0.0463434736258681,0.5659231034320977,0,1,0,1,0
15.730702184417485,7.681256282587494,-0.0750814892967923,-0.0146489507801109,37.54709115902222,-0.7376730582856889,11.838469888450646,-0.0783139954712078,0.301012407721666,7.783999478323573,10.032559323619983,0.4485090929207512,6.937406294010545,4.07879504517288,0.4929918251164653,9.95634716213729,8.939400578531185,6.999885939710596,0.6992282213999135,-0.8907275067903503,0.4682808099289728,0.4305893274699483,0.1925118667971733,0.3662661016754368,-0.5605060033118645,0.1497478113120195,-0.5699935130860055,-0.8339935923586058,0.3497795397403954,-0.2465401986849302,64.6988042163723,309.59479470144765,127.77793922274878,3.1599356404062857,2.289610656370578,0.0161875856879809,2.7832734223023228,91.61811756031796,0.0704987016566016,0.3095901789506126,0,0,0,0,1
16.28359353137076,7.723715326940574,-0.3746011661861241,0.6133444671599833,37.30055434251224,-0.2118074244024195,12.22074400274452,-0.0768978242083036,-0.0126779704069621,8.096558024812063,10.216716620622,-0.1000382079545315,7.503990401182859,3.572840030253039,7.789987652675151,7.776679146925413,4.691779377387528,7.244770602973968,0.4038925891731744,0.0833141621138465,0.7130020102250646,-0.941081099213372,0.0735756999075695,0.9194474752140562,0.1308280588276207,0.0188205375468285,0.4174763500492401,0.0211826125469642,0.7316498059513696,-0.8474182819135891,61.443880390702745,313.585776305259,137.68568677812272,2.9977020474885485,2.1430170457570186,0.0344674654053324,1.2636735761986022,95.90306196155484,0.0862053418752449,0.484931398983713,1,1,1,1,0
16.29830545594463,8.451135699971726,-0.0999744860821703,0.1629096837868957,37.45322043990928,-0.0392186421353875,12.08193706874931,-0.1193987176841864,0.2986006208886407,7.967973972080412,10.123672113251931,0.4366801437771894,7.406330754915034,3.718216179461895,4.6855965444405925,0.104589003353874,5.795124639148158,8.536823211104162,0.8763131807178153,0.6394188242275067,0.2667245857663111,0.6005440104627361,-0.7928586401764955,-0.6612736671639419,0.4093095322195123,0.5054942113691892,0.5740465109105054,-0.4957763781700973,0.0852790253262283,0.587119144171347,70.85137640027459,345.6534883776744,198.32335138357155,2.3608476441627406,2.2532051799038597,0.0404921052934401,1.2903190950560104,92.6351463533524,0.0876301547289169,0.4859399214816208,0,1,1,0,0
16.04957201501948,8.006260932164894,0.3274423289405707,-0.4294064541163281,37.24288017718945,-0.3231692941933664,12.074529637296012,0.0332986254230249,0.3085472734559552,8.048695015427354,9.91916856810414,0.0005384618634321,7.223541483692191,3.665647745334367,8.80664412569202,8.008164204430411,2.3307317898288598,6.109910319975306,-0.3607529431001172,0.1778972252446601,0.7407856170736281,0.2750780331102639,0.8452848599309967,-0.0233340891234888,-0.2051615959422848,-0.9836311139924836,-0.301686544561705,0.7614598689730834,-0.0794228371112958,0.5336379941217788,57.827643912543,349.6964138889593,110.22240348148507,3.5546042962878364,2.29142141920001,0.0727115962567907,3.182135724274105,93.06424793242545,0.0618645919597242,0.4412019003887344,0,0,1,0,0
16.394267972711074,8.356633125398272,-0.2051929634961555,0.1821867045305078,37.79357008899946,-0.0060526115193971,12.519764580014916,-0.3448123621736071,0.1387646907718204,8.2333056672442,10.17826878032105,-0.0613067179936945,7.14191170359777,4.088829034217452,4.732276833797406,1.2309814748535708,0.061007191276695,5.124180926464312,0.1536988555386464,-0.4477225267340514,-0.615388328204755,-0.5663771721860584,-0.3738213044444098,0.1904201821057125,0.4584486810747036,0.695299387430146,-0.4960669061419476,-0.578563529035907,-0.7811717159439885,-0.2810103494014818,56.96317964853933,333.63236114500626,119.84886689885846,2.309883570675872,2.2698069026566943,0.0569439561692009,4.6997438557058,96.86618155063375,0.08157830762642,0.3020102013461248,0,1,1,0,0
15.597853407590067,7.840086861055622,0.0288620038870157,-0.5501117302888303,37.33328034340672,-0.1359777079472372,11.8408059252299,0.0383779090043294,-0.0321119219003594,7.888942779479793,10.085592525310528,0.516922415293875,7.52785130334835,3.615445645587533,2.1314557175973343,6.270661453214017,8.893874877844107,4.26683779668666,-0.8551834342689956,0.5319906910794098,-1.0144550753548618,0.6651753300332744,-0.2015509134319849,-0.123172492427145,-0.9411196324556048,0.3770003034369854,0.5294508514767093,-0.4788199880802909,-0.0519646369941067,0.8086971608979131,75.77306227054626,302.49575737538817,82.77328021613506,2.7460141997571217,2.12975765676983,0.0602546029813199,4.62807005678037,92.30627703367418,0.0906970226363562,0.3000963498071465,1,0,0,1,0
16.19258413883311,7.864866197818055,0.0435436402174333,-0.2473951020872062,37.640698429645006,-0.0155642872272946,11.944809709660772,-0.0723447672186773,-0.0125787733799716,7.910424471013608,10.131628607200511,-0.1185850644048542,7.518592819205476,4.293042100696276,2.0083781344486904,2.6023956692028856,8.948203619453706,0.9590048345072842,0.1220869765725009,0.7717770055053061,-0.9713342610117244,0.0618724810605524,-0.2057853806956536,-0.7592289821849973,-0.4158798103879593,0.7491922904636359,-0.4037759780609638,0.6777789573424998,0.6577389926256836,0.3733294472479884,64.67826272427871,315.0784612285294,99.94406441704946,2.698948239065251,2.2483612950492344,0.0781034419100322,3.501074240078946,90.57430992837564,0.0752851747512818,0.5282758646307392,1,1,0,1,0
16.85956360692579,7.549003675278401,0.5648440852790406,-0.1062619165526364,37.381506908923896,0.065414474975569,11.883587733181397,0.0798088281293052,-0.2640154375474603,7.952249479587313,10.257116446872336,-0.0171183874293467,7.228319157347975,4.095051720943462,6.811595728477261,8.564690146205999,4.147463861954537,7.283543324006232,-0.7996831178864287,0.5406061995179345,-0.0255355698484272,0.5681846232256704,0.0811842884214513,-0.6496648822186123,-0.943177974718544,0.6693008138678536,0.7007338446004213,-0.1654032126255793,-0.595005302753826,-0.2814041842969881,59.4038478125715,336.43600020608926,137.19489926103546,3.731401984648008,2.106421916096412,0.0679481134799613,3.933269953302025,96.35435226107136,0.0931644380257315,0.5916134971317977,1,0,0,0,0
15.936373099023871,8.271101503454524,-0.0675755550947613,0.0006694866487206,37.44507125012674,-0.0914437078638392,11.86217764045564,0.0935380207717771,0.2621211825626927,8.234220394333912,9.748686932810912,0.386760915422062,7.1363682996764135,4.120146603029118,1.7527912466517357,1.2486357976636906,2.0807066286429725,1.5571594448276795,0.2070790773232462,0.765818465724972,-0.7119438620650185,0.1160160797285483,0.6284156602609074,-0.0589341562714986,0.6548036398114466,-0.6779175372787741,0.1050922760590421,0.7610618157308291,0.1381264927262019,-0.8517137512552051,61.45395419146196,302.264839018046,149.9834194259655,2.4599228308020686,2.129626784403277,0.068844696744491,3.56544166019697,96.27370381483432,0.0702146137803154,0.6576218420815546,0,1,1,1,0
