Polymer,SMILES,Sample_ID,MolWt,HeavyAtomMolWt,ExactMolWt,NumHeavyAtoms,NumRotatableBonds,NumRings,NumAromaticRings,NumAliphaticRings,RingCount,FractionCSP3,NumHDonors,NumHAcceptors,TPSA,MolLogP,MolMR,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,SMR_VSA1,SMR_VSA2,SMR_VSA3,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,NumValenceElectrons,NumRadicalElectrons,fr_C_O,fr_NH0,fr_NH1,fr_ArN,fr_Ar_COO,fr_ether,fr_ketone,fr_imide,fr_amide,HallKierAlpha,Kappa1,Kappa2,polyBERT_dim_01,polyBERT_dim_02,polyBERT_dim_03,polyBERT_dim_04,polyBERT_dim_05,polyBERT_dim_06,polyBERT_dim_07,polyBERT_dim_08,polyBERT_dim_09,polyBERT_dim_10,polyBERT_dim_11,polyBERT_dim_12,polyBERT_dim_13,polyBERT_dim_14,polyBERT_dim_15,polyBERT_dim_16,polyBERT_dim_17,polyBERT_dim_18,polyBERT_dim_19,polyBERT_dim_20,polyBERT_dim_21,polyBERT_dim_22,polyBERT_dim_23,polyBERT_dim_24,polyBERT_dim_25,polyBERT_dim_26,polyBERT_dim_27,polyBERT_dim_28,polyBERT_dim_29,polyBERT_dim_30,polyBERT_dim_31,polyBERT_dim_32,polyBERT_dim_33,polyBERT_dim_34,polyBERT_dim_35,polyBERT_dim_36,polyBERT_dim_37,polyBERT_dim_38,polyBERT_dim_39,polyBERT_dim_40,DegreeOfCrystallinity,CrystallinePhaseContent,AmorphousPhaseContent,FreeVolumeFraction,ChainRigidityIndex,SegmentalMobility,ThermalExpansionCoeff,HeatCapacity_Cp,ThermalDiffusivity,GlassyModulus,DielectricPolarizability,ElectronicPolarizability,IonicPolarizability,OrientationalPolarizability,DipoleMomentRepeat,CurieWeissConstant,CrosslinkingDensity,EntanglementMolWt,ContourLengthPerUnit,PersistenceLength,CharacteristicRatio,ChainFlexibilityParam,Mw_kDa,Mn_kDa,PolyDisersityIndex,ZAverageMolWt,ViscosityAverageMolWt,NumberAverageDPn,LamellaeThickness_nm,SpheruliteRadius_um,CrystalThickness_nm,TieChainsPerArea,InterfacialThickness_nm,MicrostructureOrder,PermittivityRealPart,PermittivityImaginaryPart,TanDeltaDielectric,YoungModulus_GPa,TensileStrength_MPa,ElongationBreak_pct,Tg_degC,Dk_1GHz,Outgassing_TML_pct,RadiationDose_MGy
Polyimide,O=C1c2ccccc2C(=O)N1c3ccc(Oc4ccc(N5C(=O)c6ccccc6C5=O)cc4)cc3,Po_0001,460.44500000000016,444.3170000000003,460.105921612,35.0,4.0,6.0,4.0,2.0,6.0,0.0,0.0,5.0,83.99000000000001,5.080100000000004,128.122,199.33009285830568,4.736862953800049,19.178148736287287,9.799819461700954,0.0,23.915011690087336,0.0,0.0,14.536682415501005,23.628718917406022,0.0,168.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.039999999999999,20.558720211133746,7.775512245569709,1.047165064258582,0.6861481045285532,0.5801688606477141,0.7263198194160596,0.5368403285860015,0.8145360713277519,0.685007663221239,1.0368280001531442,1.0203131055503258,0.5987096740139636,0.6029706759329015,-0.027231148554417384,0.4630957064526675,0.5765341432977787,1.0698229235452057,0.6562844685972279,0.4545583279179471,0.9034641518919699,1.0098983815161275,0.7041960399120907,0.26204788404676443,0.12040717620738284,0.2919397817128363,1.14019213352733,0.5160282935182047,-0.2719356820706104,0.39264781065254756,0.6834083258439045,0.5653403165312749,0.49635596274544114,-0.24337032355631233,0.7248262080448779,-0.26649030444178146,0.29327333299090413,-0.5487589830833167,0.7298189967796089,0.42759231025031724,0.4269012507735561,0.17371752556318884,0.5048391393647937,0.2899397784155182,0.30199169162388617,0.7100602215844818,0.11683019723615755,0.8079016085760731,0.21567031240506654,3.284708844769775e-05,1.0927601492208265,1.71739768751824e-07,3.4265369646353396,26.178820176816927,22.915657692490218,4.056911479989458,2.686885304477729,3.6844500057773266,346.0958615432259,0.008377899639212193,6165.4597870829775,1.4008655981398082,12.188441742858862,9.402655439327251,0.2593487654341605,71.98487590541913,37.084515215677165,2.5467301542146985,101.94644346880294,65.22226716986992,205.45987798445495,9.151322196496023,2.907472971521042,11.512759421540462,181505454377817.12,4.561474856793051,0.5182632397558098,3.5218409701284386,0.08252195811138932,0.0202217774270669,2.9758519425710226,209.36555215175392,46.702828387840924,514.7037631492655,3.1100676033370966,0.21579870278097552,23.067144692320063
Polyimide,Cc1cccc2c1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,Po_0002,474.4720000000002,456.3280000000003,474.1215716759999,36.0,4.0,6.0,4.0,2.0,6.0,0.034482758620689655,0.0,5.0,83.99000000000001,5.388520000000005,132.85899999999998,205.69503497270225,4.736862953800049,19.178148736287287,9.799819461700954,0.0,23.915011690087333,0.0,0.0,14.536682415501005,23.628718917406022,0.0,174.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.039999999999998,21.490434879442116,8.023863139248347,0.7907550716736205,1.3430595122309512,0.42325502440526397,0.7285402842464781,0.4731216155312549,0.8482412229715769,0.9181554031671305,0.4045729105348526,0.3513173913915964,0.6145779578191546,0.5489538734469515,0.5616452681469434,0.43340760116654664,0.4300309752746935,0.3696748166489521,0.6472222126500597,0.2074083714684467,0.568217643118251,1.2204820053661791,0.8562183231824092,0.32885484905019424,0.24788531630016394,0.3406103349427954,0.8298897464098614,0.4433209951752659,0.47112698737753683,0.7904186681256449,0.8881006416791294,-0.12573427570306556,0.012553459953547008,0.7150048921137374,0.19595126832190807,0.056084918080710505,0.23992066839415788,0.5015298833559234,-0.14628206229472232,0.08365438070114029,0.33027169753430585,-0.020164940965058165,-0.1930691087071841,0.2972409887363523,0.360920493798126,0.7027590112636477,0.11848355836869953,0.7567323893806811,0.17444328881235688,3.8854875112175776e-05,1.0973826800476714,1.7612650216013147e-07,3.426115528119572,25.522955513404526,19.446110097210124,3.7104869302372037,2.439858543586383,4.730866352894327,336.5195195380793,0.007239042371600539,6010.6264953898635,1.5012391743006277,10.48432445565724,7.693741127698105,0.24370201779378511,72.57884220271481,47.63114807253658,1.9037322606654756,118.88123785930712,78.98133174111825,151.23338960934012,9.4517652874435,4.974161418234986,20.019502745364864,210794135659038.47,4.7821886706501315,0.6926519966082566,3.414169013382176,0.08516196874999887,0.023250430796233835,2.7810363414921966,156.21889915735443,33.818005650795655,489.94530749681786,3.028115202198789,0.23362206632436436,24.244552908581078
Polyimide,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,Po_0003,474.4720000000002,456.3280000000003,474.1215716759999,36.0,4.0,6.0,4.0,2.0,6.0,0.034482758620689655,0.0,5.0,83.99000000000001,5.388520000000005,132.85899999999998,205.69503497270225,4.736862953800049,19.178148736287287,9.799819461700954,0.0,23.915011690087333,0.0,0.0,14.536682415501005,23.628718917406022,0.0,174.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.039999999999998,21.490434879442116,8.023863139248347,0.5367078190413715,0.9384861562175892,1.1767546159804585,0.2775651593725747,0.5032587950523657,0.8961265133669993,0.5161531732130673,0.6637789733956286,0.36936917843796135,1.354632472965796,0.8582364414894958,0.030248326869335262,-0.3383712018431718,0.2720534901710664,0.7106027867741288,0.2334350812610862,0.2754261167844539,0.47314570531156497,0.690681334255222,0.6108270152076445,0.6111855180703916,0.7992524076611145,0.11976987369803782,0.3631754912886906,0.7094175365860955,0.4138901209157885,0.7930620156293688,0.31772153957501137,1.005734839004505,0.18716075000709173,-0.3680097276383185,-0.12879535283571855,0.6801034107729554,0.6322447417470747,0.7000780520724603,0.5526955442914655,0.3496622963905377,0.22836117696527813,0.07685027823876486,0.7924690345968288,0.48604038889441037,0.396967828704296,0.5139596111055896,0.09038354491570089,0.8222569285367897,0.17562698962150058,3.132729701818864e-05,0.9467179574148701,1.543731766220259e-07,3.385614785601984,29.48236237416277,20.955083121564318,3.7808700650636853,2.6446412585080235,4.735720848585614,324.57516138189726,0.012232114110700187,5285.142043154029,1.5116669335215251,12.812681208502461,8.094923406024838,0.2434150870344653,85.05504587310368,42.775569770204804,1.8282311908546107,120.07638835635014,60.24113424574345,234.2694762098717,14.464376589630401,3.5323432117018347,20.060780846030312,230658027755473.84,4.649997008505957,0.5840934748579435,3.271549070865026,0.07544144184832932,0.026422294865026712,3.3063363098741116,223.21278673154148,34.64773432000181,548.8650931043899,3.8847190937115417,0.14706423804923954,24.82367023231321
Polyimide,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2F)cc1,Po_0004,478.4350000000002,463.3150000000003,478.0964998,36.0,4.0,6.0,4.0,2.0,6.0,0.0,0.0,5.0,83.99000000000001,5.219200000000003,128.08000000000004,203.4956282612319,4.736862953800049,19.178148736287287,14.190234509375774,0.0,28.305426737762154,0.0,0.0,14.536682415501005,23.628718917406022,0.0,174.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.109999999999999,21.425098227836347,7.986431655347849,0.14782569765264109,0.6410544024186713,0.18124125442129596,0.76765030929384,0.24253897807702135,0.8358959793149698,0.3635124713681252,0.934284226075933,0.7334431291209352,0.5701450571608423,0.47031190416913987,0.5815885227764174,0.37596734499750284,0.5885076418498902,0.3781538657846315,0.7979925554731728,0.10178164250995514,0.7046921558581054,0.7136554372913724,0.4575375592676162,0.7872222509869484,0.2643372944731207,0.45708345217455204,0.4839142188609646,0.434702719843913,0.35992035032036185,0.33600895355380583,0.8750980312831156,0.47644903903944874,0.34720979895990023,0.23199416206900553,0.3023553607174261,-0.12900398672987745,0.7044582159160365,0.1756858326301629,0.10889631590330848,-0.5796507640721127,-0.12243494458495807,0.3460546467277098,0.3247682959007424,0.2613025146274241,0.3986248754167447,0.7386974853725758,0.14335881955180704,0.7101465582285905,0.1909236434428431,3.375285056073383e-05,1.1111838329217223,1.589389817597836e-07,3.3153899614389326,25.510007664680806,23.424891524788514,4.316288352167442,3.2225918440450747,4.593724914085425,299.4641631799155,0.006964139578523619,6567.182663521386,1.3869688378010694,8.78203132917921,8.456991301212092,0.17733259354209352,95.06902619012644,38.93409202749008,2.1303253175037,119.87216750313662,75.55422727411147,264.32129956892123,11.859649059506044,4.669772422886012,15.164061381765519,139066811099034.64,5.155709449371539,0.5717609356773704,3.4981749394049664,0.07544672705568883,0.02637859562724668,3.02901132638177,182.48092920827918,38.23750824956059,458.19145812619007,2.8458076273045636,0.26683178496328713,22.610380574104585
Polyimide,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)c(O)c2)cc1,Po_0005,476.4440000000002,460.3160000000003,476.10083623199995,36.0,4.0,6.0,4.0,2.0,6.0,0.0,1.0,6.0,104.22000000000001,4.785700000000004,129.7868,204.1243266105017,9.843390348640755,19.178148736287287,9.799819461700954,0.0,29.021539084928044,0.0,0.0,14.536682415501005,28.73524631224673,0.0,174.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.239999999999999,21.303804333138153,7.9170823101259975,0.20798170480248163,0.9168571258463704,1.2322380122191792,0.6862320998327556,1.0069905193854045,0.31462328399169004,0.4511066525231068,0.8453653534703297,0.5473511729548131,0.81881004364305,0.39951464068265896,0.6699891654001843,0.5317830049927048,0.5466337850129471,0.3502693865497132,0.7019655258106495,0.5630564433167353,0.6299721575932953,0.6249364863367499,0.7800370955592324,1.0217430458186172,0.7088198022670201,-0.12038115222985618,0.05110194650240463,0.34696521438528594,0.4388331444306637,0.10838142013751445,0.36094372955194376,0.23753711180862724,0.3302203297468682,0.5218594009053806,-0.5861035304139166,0.048108941138182065,0.09242067217544377,0.1293610852808908,-6.59919585427049e-05,0.0910334377495757,0.0005756766031099203,0.4067762594893828,-0.010116859984450666,0.3520306392074619,0.3786844197406027,0.6479693607925381,0.09829341633295527,0.8804533255564313,0.12205970723588055,3.013839220024632e-05,0.980008185004571,1.5239089746648066e-07,3.6306170380642397,27.128821844263033,23.804697082405344,4.218883214114359,2.095670127092647,4.902089174801302,311.92710216981175,0.006051652123897292,5319.1433569350065,1.489164743054057,12.172529540681335,7.501552846176298,0.26292777438825843,98.67189874616939,42.92827381167841,1.8519336054888902,131.9959938503375,86.45988513959679,204.60018366033677,14.015301032248162,2.4437659791067206,18.077843726051594,190860530605995.0,4.800311140961454,0.42756606423583055,3.821713076681154,0.05927381729910093,0.022697610150747803,3.0220084904363103,196.1459366606055,41.807651291356585,539.3952824702436,3.4519265550161973,0.1726335211248628,24.4806795185249
Polyimide,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)c(F)c2F)cc1,Po_0006,496.4250000000002,482.3130000000003,496.087077988,37.0,4.0,6.0,4.0,2.0,6.0,0.0,0.0,5.0,83.99000000000001,5.358300000000003,128.03800000000004,207.66116366415815,4.736862953800049,19.178148736287287,14.190234509375774,4.39041504767482,32.695841785436976,0.0,0.0,14.536682415501005,23.628718917406022,0.0,180.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.18,22.294507129978303,8.197694657294116,0.3964758012418174,0.7559537624304485,0.9025184541359302,0.34740814657339397,1.0840470060794756,0.3297097343671336,0.6992777905931217,0.6949177263929545,0.4497914035196334,0.8552342739726342,0.5808126518414636,1.0453403382831716,0.7831455910931363,0.7403080295779154,0.9602927287455844,0.8466705371872083,0.8570255590891858,0.8999873258689195,0.8725377496200086,0.5050042235718446,0.9392873052753936,0.8123417619316421,0.4486310648289888,0.4408623007250263,0.5693210151925019,0.8277569387706062,0.62210471928205,0.5333483394406706,0.1909514518061875,0.32148251223599,0.4540029468638337,-0.37620774672834756,0.311402915574107,0.149725687343421,-0.08242635021610237,0.21904866528547937,0.03411795885544322,0.4755913803911262,0.41193699913135223,0.04380057552772493,0.20546626882458222,0.4354260490757576,0.7945337311754178,0.14818612757877286,0.7869689766486478,0.16262616241115369,2.6444542264780377e-05,1.0499603956619399,1.9960077788025792e-07,3.5129464332413503,32.63387908820293,20.480500089559186,3.3302748556804964,3.320197327170606,4.8389504452555485,335.7305579517543,0.00859652964878941,5115.948912483799,1.3699791786334243,14.487558721888018,7.911042278142522,0.22755691280725862,65.77370069144563,31.769542308633678,2.429638810708434,138.1239296772884,56.06848470157096,227.60074067290563,11.347203822490867,4.54086961632443,21.02375310070109,205516025473046.28,4.619048693428718,0.5276537206510309,3.452573083696507,0.0909425899273799,0.023923227559234105,2.823704798435441,178.13634139012441,27.4052271342112,471.49446071513626,3.180361934166048,0.30723524695801485,22.084793437548594
Polyimide,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3)cc1)C2=O,Po_0007,488.49900000000025,468.33900000000034,488.1372217399999,37.0,4.0,6.0,4.0,2.0,6.0,0.06666666666666667,0.0,5.0,83.99000000000001,5.696940000000005,137.59599999999992,212.0599770870989,4.736862953800049,19.178148736287287,9.799819461700954,0.0,23.915011690087333,0.0,0.0,14.536682415501005,23.628718917406022,0.0,180.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.039999999999998,22.425635014336315,8.27232934257509,0.8280375145698373,0.4137762607205349,0.6973485734616783,0.21350234732438733,0.7343316115036831,0.6456386297972339,0.011605048593050116,-0.11824043342352974,0.5828080225419165,0.11877250304120657,0.4348905775868435,0.9836095443851608,0.11925749363190996,0.2882114667250308,0.78923311538067,-0.2336448358076395,0.4824998987434938,0.5209163072985444,0.5181761412374046,0.6440997475436057,-0.0007055047003901027,0.4239660412973721,0.36270576017342787,-0.04254807909784608,0.7396011926856484,0.6736758627214662,0.4105939150368188,0.5108779668490481,0.41232738562024684,0.27999668396691485,0.0687374318100715,-0.34542685128241785,0.035398888097832815,0.23910335683052358,0.01586890275846678,0.09252882164396536,0.5794690008562653,-0.5067803535165409,-0.39391902500105924,0.09153148912456488,0.35276325943558295,0.36559523302041536,0.647236740564417,0.10965483733796176,0.8481969895187645,0.14700576436462529,3.507459738938605e-05,1.0991894152361885,2.184002088816492e-07,3.560484181912818,28.856844954071562,22.648877377241213,3.8059313729641504,2.2458313331890167,5.276908925569247,293.818428294003,0.008540293128555589,5652.197147632349,1.5327645941307504,13.780717895681018,7.264284744188249,0.2457502476755345,79.47909120838789,41.849726524614766,1.8970934770077987,129.6258029934141,80.83299546576688,202.93941598746318,15.947668651566945,3.2560768138590857,17.688413335237136,199513354369947.47,5.47749150134727,0.5056709048627374,3.4920051289160257,0.08614838631472915,0.027054645370237895,2.899389568304934,189.4041235021939,27.88973717041393,521.3414471765425,3.4385010974880945,0.19174698716916896,24.634724855803263
Polyimide,Cc1cc(F)c2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccccc5C4=O)cc3)cc1)C2=O,Po_0008,492.4620000000003,475.32600000000036,492.112149864,37.0,4.0,6.0,4.0,2.0,6.0,0.034482758620689655,0.0,5.0,83.99000000000001,5.527620000000005,132.81699999999998,209.8605703756285,4.736862953800049,19.178148736287287,14.190234509375774,0.0,28.305426737762154,0.0,0.0,14.536682415501005,23.628718917406022,0.0,180.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.109999999999999,22.360063130840878,8.23498171593835,0.47990126065135064,0.9062395736850744,0.669219668171733,0.6241488520407511,0.6743469991925789,0.382465214452219,0.3828038776739513,0.6455091709621846,0.6784019147112504,0.8015139713241977,0.979755693494742,0.5754041667595028,0.5252068127455911,1.100428798495878,0.8716715694010907,0.5413974417250991,0.9457896665174983,0.5222677295432219,0.39338175542839643,0.46056573608903983,0.2094847902824027,0.6059063856809291,0.47282847379651194,0.5982153059062941,0.39666947862951113,0.3872370508620519,0.4517370040491375,1.026846396500893,0.3872373178152783,0.11310891672538398,-0.22508753062988368,0.3423953883931906,-0.032435162494344166,-0.2831948835382124,-0.44334108217528445,-0.07673885442047867,0.19361332142578574,0.2323294601732465,0.620443766310016,0.23111765061248307,0.2716383854829616,0.35738447021024405,0.7283616145170384,0.10354151709847721,0.811954789709785,0.1489065605295138,3.28391883985057e-05,1.0318713390900272,1.668312706470479e-07,3.821303730676481,29.07399684106935,20.792732513244115,4.432725509692169,2.818353199011507,4.86350737283746,308.0823644365033,0.010705792687917746,6422.873210832717,1.3342864200684357,12.13619033653525,7.924223878058556,0.20734930813686167,104.68536117981809,33.482004769354205,2.344901733734626,117.95806754250864,71.2073962949219,240.147337155086,9.462637418061611,2.9364471141745643,17.00045588124228,195726717430885.06,3.587419627593898,0.5619386747536134,3.9139240194650626,0.07687743691838175,0.022791554687913513,3.08848975181303,186.13043782109733,35.92765132904999,517.4360521281468,3.381327606400894,0.20253482312054197,24.301214674186564
Polyimide,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccccc4C3=O)cc2O)cc1,Po_0009,476.4440000000002,460.3160000000003,476.10083623199995,36.0,4.0,6.0,4.0,2.0,6.0,0.0,1.0,6.0,104.22000000000001,4.785700000000004,129.7868,204.1243266105017,9.843390348640755,19.178148736287287,9.799819461700954,0.0,29.021539084928044,0.0,0.0,14.536682415501005,28.73524631224673,0.0,174.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.239999999999999,21.303804333138153,7.9170823101259975,0.9988624824298908,0.4883097566644301,0.499613100082289,0.40009224965600143,0.6859373121142233,0.9322763526318669,0.825906354097813,0.91604791810046,0.2794046466404897,0.9702373231705719,0.3362559937084501,0.3838736045669139,0.06514650034992614,-0.028697478376146668,0.17360194590271033,0.4459870914006879,0.5492099877328294,0.45235111293917474,0.29663949121322325,0.3651830743527366,0.20874569199048143,0.9533331038990391,0.2363706914010593,0.74752831757606,0.9307878464765323,-0.11820216556868973,1.045794291576942,0.5337545320523287,0.46988041675037323,0.7652992020516907,-0.01998895065107681,-0.36814706824759125,-0.4416007403980074,0.15177104387539528,-0.30291868092820934,-0.0073404308730846135,-0.2604653890545059,0.08855832089692253,0.030100264782872643,0.17772464830545653,0.4279409073313151,0.3638663504038647,0.5720590926686848,0.13557806907412276,0.7525794761562752,0.19048153638292029,2.8212583931904197e-05,1.1270166733388438,1.6501977117632375e-07,3.221156373468451,28.927823699832782,20.99207395017232,4.029622182450012,2.7295580813022,3.9158485428830754,296.74597104900596,0.007193799764376323,5545.622584769578,1.5505338782872962,13.846694449763765,8.641658438708632,0.20418727781283133,68.46759467646453,52.770456342410434,2.3111399734715268,132.21526089183598,68.3405729412863,206.45083200836484,11.324490790395537,4.567509894190194,10.485997699888927,183382415982229.66,4.343344186926309,0.5841083080785906,3.9809549572017398,0.08079199978136588,0.028120742117517628,3.1332960072448413,206.0347155176283,40.18888160282825,478.32871113620354,3.4095663345279843,0.2120784568042414,22.380202928077406
Polyimide,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(O)cc4C3=O)cc2)cc1,Po_0010,476.4440000000002,460.3160000000003,476.10083623199995,36.0,4.0,6.0,4.0,2.0,6.0,0.0,1.0,6.0,104.22,4.785700000000004,129.7868,204.1243266105017,9.843390348640755,19.178148736287287,9.799819461700954,0.0,29.021539084928044,0.0,0.0,14.536682415501005,28.73524631224673,0.0,174.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,-5.239999999999998,21.303804333138146,7.917082310125997,0.33682991069351315,-0.3160314017290825,1.149718773639175,0.867013993676935,0.6263224291510814,0.7308305954946425,0.7880836032912271,0.8421557783404434,0.625157877913819,0.6984054055081125,0.04267046890319781,0.5681008742355367,0.21724317255900566,0.14192006497087245,0.9133198808239011,0.9256992024426627,0.42020811946588427,1.0141320860959908,0.6520078273209211,0.5273742423205641,0.3345811406206025,0.7870511606720068,-0.005568281404540465,0.17565114798513792,0.8278257899832402,0.6871157435822293,0.20019246465561086,0.21792837352491906,0.37427838175525074,0.33679821377439195,0.15146614027276153,0.578358771162211,0.5821107610589609,-0.19456722794687362,0.034511572407672664,0.08471975505933771,0.17498324566778845,-0.10182905947874413,0.21256913358479607,0.23658106397247225,0.22137934160645692,0.367994235461667,0.7786206583935431,0.08389700615898978,0.8423704459574576,0.13181652438868996,3.03299083540739e-05,1.2259756448603947,1.8424675400475953e-07,3.252284205870593,29.624690281050636,20.927943202967423,4.226672667526244,2.999931523481556,4.5412506734098255,304.9385885704799,0.007005129707543439,5264.6166433728595,1.4419427362785335,15.740387439240115,7.574575792059684,0.1873957652205279,97.47697334836674,30.79542362588829,2.1533838941448376,123.32407288635709,73.85154610858672,189.17572699535813,16.36889153347706,3.2893617207233325,19.566555747491467,194106998052932.03,4.797645990330292,0.5561314334253035,3.4961737550038645,0.07898512140046297,0.023710993350543195,3.2074023511387617,177.60645506637243,32.38046326591948,528.7040512907505,3.4909607303654453,0.18893840968234224,25.90549567719309
